Kreditgruppe	Glaeubiger	Darlehensnummer und Geschaeftszeichen	Laufzeit	Art	TA	Verwendung	"urspruengl. Schuld"	"Urspruengl. Schuld aufgeteilt"	"Stand am Jahresanfang"	"Jahresanfang aufgeteilt"	"Jahresanfang aufgeteilt"	"Zinsen und Nebenkosten"	"Zinsen u. NK aufgeteilt"	"Zinsen u. NK aufgeteilt"	Tilgung	"Tilgung aufgeteilt"	"Tilgung aufgeteilt"	Zuzaehlung	"Zuzaehlung aufgeteilt"	"Zuzaehlung aufgeteilt"	"Stand am Jahresende"	"Jahresende aufgeteilt"	"Jahresende aufgeteilt"	Ersaetze	"Ersaetze aufgeteilt"	"Ersaetze aufgeteilt"	TA
Finanzunternehmen	Ooe Landesbank AG Hypo	Hypo Ooe   4 100 010 117              (902-06/06/23)	Laufzeit von 2002 bis 2018	2	2690	Koerperliche Ertuechtigung	6.000.000,00	3.100.000,00	989.206,17	511.089,85	511.100,00	1.833,47	947,29	900	667.445,25	344.846,71	344.800,00	0			321.760,92	166.243,14	166.300,00	0			2690
Finanzunternehmen	Ooe Landesbank AG Hypo			2	8530	Wohn- und Geschaeftsgebaeude		400.000,00		65.947,08	65.900,00		122,23	100		44.496,35	44.500,00					21.450,73	21.400,00				8530
Finanzunternehmen	Ooe Landesbank AG Hypo			2	8782	Seniorenzentren der Stadt Linz		2.500.000,00		412.169,24	412.200,00		763,95	800		278.102,19	278.100,00					134.067,05	134.100,00				8782
Finanzunternehmen	Ooe Landesbank AG Hypo	Hypo Ooe   4 900 416 092             (902-06/06/21)	Laufzeit von 1997 bis 2018	1	2400	Kindergaerten	1.453.456,68	363.364,17	234.983,59	58.745,90	58.700,00	317,19	79,3	100	156.592,05	39.148,01	39.100,00	0			78.391,54	19.597,89	19.600,00	0			2400
Finanzunternehmen	Ooe Landesbank AG Hypo			1	2620	Sportplaetze		654.055,51		105.742,62	105.700,00		142,74	100		70.466,42	70.500,00					35.276,19	35.200,00				2620
Finanzunternehmen	Ooe Landesbank AG Hypo			1	5300	Rettungsdienste		436.037,00		70.495,07	70.500,00		95,15	100		46.977,62	47.000,00					23.517,46	23.500,00				5300
Finanzunternehmen	Ooe Landesbank AG Hypo	Hypo Ooe  IBAN AT30 5400 0000 0041 2858    (902 06 30 00)	Laufzeit von 2013 bis 2023	1	8994	Allgemeines oeffentliches Krankenhaus d.Stadt Linz	20.000.000,00	20.000.000,00	20.000.000,00	20.000.000,00	20.000.000,00	596.775,00	596.775,00	596.800,00	0	0	0	0			20.000.000,00	20.000.000,00	20.000.000,00	0			8994
	Ooe Landesbank AG Hypo Ergebnis						74.212.030,26	74.212.030,26	60.089.790,40	60.089.790,40	60.089.800,00	1.302.013,41	1.302.013,41	1.301.700,00	4356329,79	4.356.329,79	4.356.300,00	0	0	0	55.733.460,61	55.733.460,61	55.733.500,00	0	0	0	
Finanzunternehmen	Raiffeisenlandesbank Ooe	RLB Ooe   1-24.028.110       (902-06/10/13)	Laufzeit von 2011 bis 2022	2	8530	Wohn- und Geschaeftsgebaeude	30.000.000,00	563.700,00	16.500.000,00	310.035,00	310.000,00	466.386,33	8.763,40	8.800,00	3.000.000,00	56.370,00	56.400,00	0			13.500.000,00	253.665,00	253.600,00	0			8530
Finanzunternehmen	Raiffeisenlandesbank Ooe			2	8590	Maerkte		1.566.400,00		861.520,00	861.500,00		24.351,58	24.400,00		156.640,00	156.600,00					704.880,00	704.900,00				8590
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	8790	Linz AG		9.712.200,00		5.341.710,00	5.341.700,00		150.987,91	151.100,00		971.220,00	971.200,00					4.370.490,00	4.370.500,00				8790
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	8993	Immobilien Linz GmbH		15.931.000,00		8.762.050,00	8.762.100,00		247.666,69	247.800,00		1.593.100,00	1.593.100,00					7.168.950,00	7.169.000,00				8993
Finanzunternehmen	Raiffeisenlandesbank Ooe			2	8994	Allgemeines oeffentliches Krankenhaus d.Stadt Linz		2.226.700,00		1.224.685,00	1.224.700,00		34.616,75	34.600,00		222.670,00	222.700,00					1.002.015,00	1.002.000,00				8994
Finanzunternehmen	Raiffeisenlandesbank Ooe	RLB Ooe   1-24.033.763      (902-06/10/17 )	Laufzeit von 2012 bis 2028	2	8530	Wohn- und Geschaeftsgebaeude	23.273.300,00	592.200,00	20.587.919,24	523.869,23	523.900,00	273.170,80	6.950,96	7.000,00	1.790.253,84	45.553,85	45.600,00	0			18.797.665,40	478.315,39	478.300,00	0			8530
Finanzunternehmen	Raiffeisenlandesbank Ooe			2	8590	Maerkte		50.700,00		44.850,00	44.900,00		595,09	600		3.900,00	3.900,00					40.950,00	41.000,00				8590
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	8782	Seniorenzentren der Stadt Linz		1.690.045,81		1.495.040,52	1.495.000,00		19.836,94	19.800,00		130.003,52	130.000,00					1.365.037,00	1.365.000,00				8782
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	8790	Linz AG		5.282.221,07		4.672.734,03	4.672.700,00		62.000,17	62.000,00		406.324,70	406.300,00					4.266.409,33	4.266.400,00				8790
Finanzunternehmen	Raiffeisenlandesbank Ooe			2	8950	Design Center Linz		50.000,00		44.230,77	44.200,00		586,88	600		3.846,15	3.800,00					40.384,62	40.400,00				8950
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	8993	Immobilien Linz GmbH		15.608.133,12		13.807.194,69	13.807.200,00		183.200,76	183.300,00		1.200.625,62	1.200.600,00					12.606.569,06	12.606.600,00				8993
Finanzunternehmen	Raiffeisenlandesbank Ooe	RLB Ooe   1-24.039.356     (902-06/10/21)	Laufzeit von 2014 bis 2029	2	8530	Wohn- und Geschaeftsgebaeude	13.826.200,00	758.800,00	13.826.200,00	758.800,00	758.800,00	193.199,65	10.603,05	10.600,00	1.063.553,86	58.369,23	58.400,00	0			12.762.646,14	700.430,77	700.400,00	0			8530
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	8790	Linz AG		6.854.900,00		6.854.900,00	6.854.900,00		95.786,57	95.900,00		527.300,01	527.300,00					6.327.599,99	6.327.600,00				8790
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	8993	Immobilien Linz GmbH		6.000.000,00		6.000.000,00	6.000.000,00		83.840,67	83.800,00		461.538,47	461.500,00					5.538.461,53	5.538.500,00				8993
Finanzunternehmen	Raiffeisenlandesbank Ooe			2	8995	Informations- und Kommunikationstechnologie		212.500,00		212.500,00	212.500,00		2.969,36	3.000,00		16.346,15	16.300,00					196.153,85	196.200,00				8995
Finanzunternehmen	Raiffeisenlandesbank Ooe	RLB Ooe   2- 24.028.110     (902-06/10/14)	Laufzeit von 2012 bis 2032	1	610	Sonstige Subventionen	30.000.000,00	2.570.000,00	25.833.333,34	2.213.055,56	2.213.100,00	968.039,44	82.928,71	82.900,00	1.666.666,68	142.777,79	142.800,00	0			24.166.666,66	2.070.277,79	2.070.300,00	0			610
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	1620	Berufsfeuerwehr		800.000,00		688.888,89	688.900,00		25.814,39	25.800,00		44.444,44	44.400,00					644.444,44	644.500,00				1620
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	1630	Freiwillige Feuerwehren		1.808.000,00		1.556.888,89	1.556.900,00		58.340,51	58.300,00		100.444,45	100.400,00					1.456.444,44	1.456.500,00				1630
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2101	Allgemeinbildende Pflichtschulen -Gebaeudemanagement		1.700.000,00		1.463.888,89	1.463.900,00		54.855,57	54.900,00		94.444,45	94.400,00					1.369.444,44	1.369.500,00				2101
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2290	"Sonst.Einrichtungen u.Mazslig;nahmen-berufsbildender Unterricht"		1.900.000,00		1.636.111,11	1.636.100,00		61.309,16	61.300,00		105.555,56	105.600,00					1.530.555,56	1.530.500,00				2290
Finanzunternehmen	Raiffeisenlandesbank Ooe			2	2400	Kindergaerten		1.860.000,00		1.601.666,67	1.601.700,00		60.018,45	60.000,00		103.333,33	103.300,00					1.498.333,33	1.498.400,00				2400
Finanzunternehmen	Raiffeisenlandesbank Ooe			2	2500	Schuelerhorte		2.000.000,00		1.722.222,22	1.722.200,00		64.535,96	64.500,00		111.111,11	111.100,00					1.611.111,11	1.611.100,00				2500
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2620	Sportplaetze		176.000,00		151.555,56	151.600,00		5.679,16	5.700,00		9.777,78	9.800,00					141.777,78	141.800,00				2620
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2690	Koerperliche Ertuechtigung		2.504.000,00		2.156.222,22	2.156.200,00		80.799,03	80.800,00		139.111,11	139.100,00					2.017.111,11	2.017.100,00				2690
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2700	Volkshochschule Linz		1.000.000,00		861.111,11	861.100,00		32.267,98	32.300,00		55.555,56	55.600,00					805.555,56	805.500,00				2700
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2800	Foerderung von Universitaeten und Hochschulen		654.000,00		563.166,67	563.200,00		21.103,26	21.100,00		36.333,33	36.300,00					526.833,33	526.900,00				2800
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	3290	"Sonst.Einrichtungen u.Mazslig;nahmen-Musik u.darstellende Kunst"		2.200.000,00		1.894.444,44	1.894.400,00		70.989,56	71.000,00		122.222,22	122.200,00					1.772.222,22	1.772.200,00				3290
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	3291	Linzer Veranstaltungsgesellschaft		260.000,00		223.888,89	223.900,00		8.389,68	8.400,00		14.444,44	14.400,00					209.444,44	209.500,00				3291
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	3400	Museen der Stadt Linz		1.800.000,00		1.550.000,00	1.550.000,00		58.082,37	58.100,00		100.000,00	100.000,00					1.450.000,00	1.450.000,00				3400
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	3510	Kunst- und Kulturfoerderung		188.000,00		161.888,89	161.900,00		6.066,38	6.100,00		10.444,44	10.400,00					151.444,44	151.500,00				3510
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	3630	Altstadterhaltung und Ortsbildpflege		3.300.000,00		2.841.666,67	2.841.700,00		106.484,34	106.600,00		183.333,33	183.300,00					2.658.333,33	2.658.400,00				3630
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	4290	Volkshaeuser		1.000.000,00		861.111,11	861.100,00		32.267,98	32.300,00		55.555,56	55.600,00					805.555,56	805.500,00				4290
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	4293	Herbergen		300.000,00		258.333,33	258.300,00		9.680,39	9.700,00		16.666,67	16.700,00					241.666,67	241.600,00				4293
Finanzunternehmen	Raiffeisenlandesbank Ooe			2	4300	Krabbelstuben		186.000,00		160.166,67	160.200,00		6.001,84	6.000,00		10.333,33	10.300,00					149.833,33	149.900,00				4300
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	4391	Erziehungshilfe in Einrichtungen		200.000,00		172.222,22	172.200,00		6.453,60	6.500,00		11.111,11	11.100,00					161.111,11	161.100,00				4391
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	4890	Foerderung des Wohnbaues und Altwohnhausbesitzes		3.000.000,00		2.583.333,33	2.583.300,00		96.803,94	96.900,00		166.666,67	166.700,00					2.416.666,67	2.416.600,00				4890
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	5010	Technik und Umwelt		594.000,00		511.500,00	511.500,00		19.167,18	19.200,00		33.000,00	33.000,00					478.500,00	478.500,00				5010
Finanzunternehmen	Raiffeisenlandesbank Ooe	RLB Ooe   20.015.442            (902-06/10/08)	Laufzeit von 1995 bis 2021	1	1620	Berufsfeuerwehr	12.776.514,95	1.308.111,02	3.227.783,51	232.400,41	232.400,00	16.166,86	1.164,01	1.200,00	710.673,14	51.168,47	51.200,00	0			2.517.110,37	181.231,95	181.200,00	0			1620
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2400	Kindergaerten		3.052.259,04		542.267,63	542.300,00		2.716,03	2.700,00		119.393,09	119.400,00					422.874,54	422.900,00				2400
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2690	Koerperliche Ertuechtigung		726.728,34		129.111,34	129.100,00		646,67	600		28.426,93	28.400,00					100.684,41	100.700,00				2690
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	3200	Musikschule der Stadt Linz		654.055,51		116.200,21	116.200,00		582,01	600		25.584,23	25.600,00					90.615,97	90.600,00				3200
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	3500	ARS ELECTRONICA CENTER - Museum d. 21.Jahrhunderts		1.090.092,51		193.667,01	193.700,00		970,01	1.000,00		42.640,39	42.600,00					151.026,62	151.100,00				3500
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	3630	Altstadterhaltung und Ortsbildpflege		1.453.456,68		258.222,68	258.200,00		1.293,35	1.300,00		56.853,85	56.900,00					201.368,83	201.300,00				3630
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	4010	Soziales-, Jugend und Familie		726.728,34		129.111,34	129.100,00		646,67	600		28.426,93	28.400,00					100.684,41	100.700,00				4010
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	5010	Technik und Umwelt		1.453.456,68		258.222,68	258.200,00		1.293,35	1.300,00		56.853,85	56.900,00					201.368,83	201.300,00				5010
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	5300	Rettungsdienste		1.308.111,02		232.400,41	232.400,00		1.164,01	1.200,00		51.168,47	51.200,00					181.231,95	181.200,00				5300
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	6120	"Gemeindestrazslig;en - Strazslig;enerhaltung"		-813.305,04		813.401,45	813.400,00		4.074,06	4.100,00		179.089,62	179.100,00					634.311,82	634.300,00				6120
Finanzunternehmen	Raiffeisenlandesbank Ooe			2	8782	Seniorenzentren der Stadt Linz		1.816.820,85		322.778,35	322.800,00		1.616,69	1.600,00		71.067,31	71.100,00					251.711,04	251.700,00				8782
Finanzunternehmen	Raiffeisenlandesbank Ooe	RLB Ooe   20.021.879            (902-06/10/09)	Laufzeit von 1997 bis 2023	1	2400	Kindergaerten	1.453.456,68	508.709,84	536.319,03	187.711,66	187.700,00	2.353,34	823,67	800	81.480,88	28.518,31	28.500,00	0			454.838,15	159.193,35	159.200,00	0			2400
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2500	Schuelerhorte		944.746,84		348.607,37	348.600,00		1.529,67	1.500,00		52.962,57	53.000,00					295.644,80	295.600,00				2500
Finanzunternehmen	Raiffeisenlandesbank Ooe	RLB Ooe   20.025.094           (902-06/10/10)	Laufzeit von 1998 bis 2024	1	2620	Sportplaetze	3.270.277,54	363.364,16	1.269.336,99	141.037,44	141.000,00	53.020,54	5.891,17	5.900,00	146.766,14	16.307,35	16.300,00	0			1.122.570,85	124.730,10	124.700,00	0			2620
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	6510	Sonstige Schienenwege		1.308.111,02		507.734,80	507.700,00		21.208,22	21.200,00		58.706,46	58.700,00					449.028,34	449.000,00				6510
Finanzunternehmen	Raiffeisenlandesbank Ooe			2	8530	Wohn- und Geschaeftsgebaeude		1.598.802,36		620.564,75	620.600,00		25.921,15	25.900,00		71.752,33	71.800,00					548.812,41	548.800,00				8530
Finanzunternehmen	Raiffeisenlandesbank Ooe	RLB Ooe   22.624.886           (902-06/10/11)	Laufzeit von 2002 bis 2018	1	6121	"Gemeindestrazslig;en - Strazslig;enneubau"	5.800.000,00	1.000.000,00	580.000,00	100.000,00	100.000,00	24.488,89	4.222,22	4.200,00	386.666,68	66.666,67	66.700,00	0			193.333,32	33.333,33	33.300,00	0			6121
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	6510	Sonstige Schienenwege		2.500.000,00		250.000,00	250.000,00		10.555,56	10.600,00		166.666,67	166.700,00					83.333,33	83.300,00				6510
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	9140	Beteiligungen		2.300.000,00		230.000,00	230.000,00		9.711,11	9.700,00		153.333,34	153.300,00					76.666,66	76.700,00				9140
Finanzunternehmen	Raiffeisenlandesbank Ooe	RLB Ooe   24.028.110          (902-06/10/12)	Laufzeit von 2012 bis 2032	2	8530	Wohn- und Geschaeftsgebaeude	39.233.300,00	6.188.000,00	30.405.807,50	4.795.700,00	4.795.700,00	1.107.027,50	174.603,87	174.700,00	1.961.665,00	309.400,00	309.400,00	0			28.444.142,50	4.486.300,00	4.486.300,00	0			8530
Finanzunternehmen	Raiffeisenlandesbank Ooe			2	8590	Maerkte		3.160.000,00		2.449.000,00	2.449.000,00		89.164,23	89.200,00		158.000,00	158.000,00					2.291.000,00	2.291.000,00				8590
Finanzunternehmen	Raiffeisenlandesbank Ooe			2	8790	Linz AG		8.146.000,00		6.313.150,00	6.313.200,00		229.851,84	230.000,00		407.300,00	407.300,00					5.905.850,00	5.905.900,00				8790
Finanzunternehmen	Raiffeisenlandesbank Ooe			2	8950	Design Center Linz		50.000,00		38.750,00	38.800,00		1.410,83	1.400,00		2.500,00	2.500,00					36.250,00	36.300,00				8950
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	8993	Immobilien Linz GmbH		5.916.000,00		4.584.900,00	4.584.900,00		166.928,98	167.000,00		295.800,00	295.800,00					4.289.100,00	4.289.100,00				8993
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	8994	Allgemeines oeffentliches Krankenhaus d.Stadt Linz		15.773.300,00		12.224.307,50	12.224.300,00		445.067,75	445.200,00		788.665,00	788.700,00					11.435.642,50	11.435.600,00				8994
Finanzunternehmen	Raiffeisenlandesbank Ooe	RLB Ooe   24.030.892         (902-06/10/15 )	Laufzeit von 2012 bis 2022	1	290	Amtsgebaeude	15.000.000,00	14.000,00	11.250.000,00	10.500,00	10.500,00	97.274,22	90,79	100	1.875.000,00	1.750,00	1.800,00	0			9.375.000,00	8.750,00	8.700,00	0			290
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	311	Verkehrsplanung		60.000,00		45.000,00	45.000,00		389,1	400		7.500,00	7.500,00					37.500,00	37.500,00				311
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	610	Sonstige Subventionen		2.605.000,00		1.953.750,00	1.953.800,00		16.893,29	16.900,00		325.625,00	325.600,00					1.628.125,00	1.628.200,00				610
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	1620	Berufsfeuerwehr		49.000,00		36.750,00	36.800,00		317,76	300		6.125,00	6.100,00					30.625,00	30.700,00				1620
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2101	Allgemeinbildende Pflichtschulen -Gebaeudemanagement		1.310.000,00		982.500,00	982.500,00		8.495,28	8.500,00		163.750,00	163.800,00					818.750,00	818.700,00				2101
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2290	"Sonst.Einrichtungen u.Mazslig;nahmen-berufsbildender Unterricht"		872.000,00		654.000,00	654.000,00		5.654,87	5.700,00		109.000,00	109.000,00					545.000,00	545.000,00				2290
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2500	Schuelerhorte		117.000,00		87.750,00	87.800,00		758,74	800		14.625,00	14.600,00					73.125,00	73.200,00				2500
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2620	Sportplaetze		4.000,00		3.000,00	3.000,00		25,94	0		500	500					2.500,00	2.500,00				2620
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2690	Koerperliche Ertuechtigung		317.000,00		237.750,00	237.800,00		2.055,73	2.100,00		39.625,00	39.600,00					198.125,00	198.200,00				2690
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2700	Volkshochschule Linz		2.920.000,00		2.190.000,00	2.190.000,00		18.936,05	18.900,00		365.000,00	365.000,00					1.825.000,00	1.825.000,00				2700
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2730	Stadtbibliothek Linz		65.000,00		48.750,00	48.800,00		421,52	400		8.125,00	8.100,00					40.625,00	40.700,00				2730
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	2800	Foerderung von Universitaeten und Hochschulen		311.000,00		233.250,00	233.300,00		2.016,82	2.000,00		38.875,00	38.900,00					194.375,00	194.400,00				2800
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	3290	"Sonst.Einrichtungen u.Mazslig;nahmen-Musik u.darstellende Kunst"		5.191.000,00		3.893.250,00	3.893.300,00		33.663,37	33.700,00		648.875,00	648.900,00					3.244.375,00	3.244.400,00				3290
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	5120	Mutterberatung		7.000,00		5.250,00	5.300,00		45,39	0		875	900					4.375,00	4.400,00				5120
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	6122	Bruecken		301.000,00		225.750,00	225.800,00		1.951,97	2.000,00		37.625,00	37.600,00					188.125,00	188.200,00				6122
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	8150	oeffentliche Anlagen		857.000,00		642.750,00	642.800,00		5.557,60	5.600,00		107.125,00	107.100,00					535.625,00	535.700,00				8150
Finanzunternehmen	Raiffeisenlandesbank Ooe	RLB Ooe   24.033.763     (902-06/10/16)	Laufzeit von 2012, 2013 bis 2028	2	8532	Wohn- und Geschaeftsgebaeude nach MRG	20.000.000,00	366.366,88	17.692.307,69	324.093,78	324.100,00	208.433,07	3.818,15	3.800,00	1.538.461,54	28.182,07	28.200,00	0			16.153.846,15	295.911,71	295.900,00	84.004,64	1.538,83	1.500,00	8532
Finanzunternehmen	Raiffeisenlandesbank Ooe			2	8782	Seniorenzentren der Stadt Linz		10.734.554,19		9.495.951,78	9.496.000,00		111.871,80	112.000,00		825.734,94	825.700,00					8.670.216,84	8.670.300,00		45.087,62	45.100,00	8782
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	8790	Linz AG		1.899.078,93		1.679.954,44	1.680.000,00		19.791,54	19.800,00		146.082,99	146.100,00					1.533.871,44	1.533.900,00		7.976,57	8.000,00	8790
Finanzunternehmen	Raiffeisenlandesbank Ooe			4	8993	Immobilien Linz GmbH		7.000.000,00		6.192.307,69	6.192.300,00		72.951,58	73.000,00		538.461,54	538.400,00					5.653.846,16	5.653.900,00		29.401,62	29.400,00	8993
Finanzunternehmen	Raiffeisenlandesbank Ooe	RLB Ooe   24.034.118     (902-06/10/18)	Laufzeit von 2013 bis 2033	1	5010	Technik und Umwelt	20.000.000,00	1.306.000,00	20.000.000,00	1.306.000,00	1.306.000,00	617.410,98	40.316,94	40.300,00	1.212.121,22	79.151,52	79.200,00	0			18.787.878,78	1.226.848,48	1.226.800,00	0			5010
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	5230	Laermbekaempfung		100.000,00		100.000,00	100.000,00		3.087,05	3.100,00		6.060,61	6.100,00					93.939,39	93.900,00				5230
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	5300	Rettungsdienste		400.000,00		400.000,00	400.000,00		12.348,22	12.300,00		24.242,42	24.200,00					375.757,58	375.800,00				5300
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	6100	"Bundesstrazslig;en"		4.400.000,00		4.400.000,00	4.400.000,00		135.830,42	135.900,00		266.666,67	266.700,00					4.133.333,33	4.133.300,00				6100
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	6110	"Landesstrazslig;en"		122.000,00		122.000,00	122.000,00		3.766,21	3.800,00		7.393,94	7.400,00					114.606,06	114.600,00				6110
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	6120	"Gemeindestrazslig;en - Strazslig;enerhaltung"		13.000.000,00		13.000.000,00	13.000.000,00		401.317,14	401.400,00		787.878,79	787.900,00					12.212.121,21	12.212.100,00				6120
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	6121	"Gemeindestrazslig;en - Strazslig;enneubau"		10.000,00		10.000,00	10.000,00		308,71	300		606,06	600					9.393,94	9.400,00				6121
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	6290	"Allgemeiner Wasserbau, sonstige Mazslig;nahmen"		60.000,00		60.000,00	60.000,00		1.852,23	1.900,00		3.636,36	3.600,00					56.363,64	56.400,00				6290
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	7890	Foerderung von Handel, Gewerbe und Industrie		141.000,00		141.000,00	141.000,00		4.352,75	4.400,00		8.545,45	8.500,00					132.454,55	132.500,00				7890
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	8120	WC-Anlagen		140.000,00		140.000,00	140.000,00		4.321,88	4.300,00		8.484,85	8.500,00					131.515,15	131.500,00				8120
Finanzunternehmen	Raiffeisenlandesbank Ooe			1	8140	"Strazslig;enreinigung"		321.000,00		321.000,00	321.000,00		9.909,43	9.900,00		19.454,55	19.500,00					301.545,45	301.500,00				8140
Finanzunternehmen	Raiffeisenlandesbank Ooe	RLB Ooe    24.034.969        (902-06/10/19)	Laufzeit von 2013 bis 2028	1	8993	Immobilien Linz GmbH	15.000.000,00	15.000.000,00	14.400.000,00	14.400.000,00	14.400.000,00	505.160,12	505.160,12	505.300,00	1.200.000,00	1.200.000,00	1.200.000,00	0			13.200.000,00	13.200.000,00	13.200.000,00	0			8993
Finanzunternehmen	Raiffeisenlandesbank Ooe	RLB Ooe   24.039.356        (902-06/10/20)	Laufzeit von 2014 bis 2024	1	8993	Immobilien Linz GmbH	10.000.000,00	10.000.000,00	10.000.000,00	10.000.000,00	10.000.000,00	86.456,95	86.456,95	86.500,00	1.250.000,00	1.250.000,00	1.250.000,00	0			8.750.000,00	8.750.000,00	8.750.000,00	0			8993
Finanzunternehmen	Raiffeisenlandesbank Ooe	RLB Ooe  AT36 3400 0000 2404 6211         (902 06 30 00)	Laufzeit von 2015 bis 2030	1	8994	Allgemeines oeffentliches Krankenhaus d.Stadt Linz	34.000.000,00	34.000.000,00	34.000.000,00	34.000.000,00	34.000.000,00	465.375,00	465.375,00	465.500,00	1.259.259,26	1.259.259,26	1.259.300,00	0			32.740.740,74	32.740.740,74	32.740.700,00	0			8994
	Raiffeisenlandesbank Ooe Ergebnis						273.633.049,17	273.633.049,17	220.109.007,30	220.109.007,30	220.109.700,00	5.083.963,69	5.083.963,69	5.086.100,00	19.142.568,24	19.142.568,24	19.142.600,00	0	0	0	200.966.439,06	200.966.439,06	200.967.100,00	84.004,64	84.004,64	84.000,00	
Finanzunternehmen	UniCredit Bank Austria	UniCredit 10004 651 765     (902-06/11/20)	Laufzeit von 2013 bis 2028	1	0	Gemeinderat	11.699.100,00	90.000,00	10.799.169,22	83.076,92	83.100,00	75.034,23	577,23	600	899.930,78	6.923,08	6.900,00	0			9.899.238,44	76.153,85	76.200,00	0			0
Finanzunternehmen	UniCredit Bank Austria			1	311	Verkehrsplanung		109.000,00		100.615,38	100.600,00		699,09	700		8.384,62	8.400,00					92.230,77	92.200,00				311
Finanzunternehmen	UniCredit Bank Austria			1	610	Sonstige Subventionen		2.201.500,00		2.032.153,84	2.032.200,00		14.119,71	14.100,00		169.346,16	169.300,00					1.862.807,69	1.862.900,00				610
Finanzunternehmen	UniCredit Bank Austria			1	1790	Katastrophenschutz		122.500,00		113.076,92	113.100,00		785,68	800		9.423,08	9.400,00					103.653,85	103.700,00				1790
Finanzunternehmen	UniCredit Bank Austria			1	2101	Allgemeinbildende Pflichtschulen -Gebaeudemanagement		473.000,00		436.615,38	436.600,00		3.033,67	3.000,00		36.384,62	36.400,00					400.230,77	400.200,00				2101
Finanzunternehmen	UniCredit Bank Austria			1	2290	"Sonst.Einrichtungen u.Mazslig;nahmen-berufsbildender Unterricht"		570.000,00		526.153,85	526.200,00		3.655,79	3.700,00		43.846,15	43.800,00					482.307,69	482.400,00				2290
